,Q,A
159,서울 강남구 개포동,"병원명은 연세우리소아청소년과의원 주소는 서울특별시 강남구 개포로 265, 개포동 메디시스빌딩 404호 (개포동) 전화번호는 02-3463-8875 입니다."
160,서울 강남구 논현동,"병원명은 연세이롬이비인후과의원 주소는 서울특별시 강남구 학동로 215, CL타워 4층 405-407호 (논현동) 전화번호는 02-547-2522 입니다."
161,서울 강남구 일원동,"병원명은 연세이비인후과의원 주소는 서울특별시 강남구 일원로 115, 삼성생명 일원역 빌딩 2층 204-1호 (일원동) 전화번호는 02-445-5556 입니다."
162,서울 강남구 역삼동,"병원명은 연세자연의원 주소는 서울특별시 강남구 선릉로 515, (역삼동, 4층일부) 전화번호는 02-3453-0068 입니다."
163,서울 강남구 도곡동,"병원명은 연세정앤김내과의원 주소는 서울특별시 강남구 강남대로 240, 양재SK허브프리모 3층 315호 (도곡동) 전화번호는 02-6205-7582 입니다."
164,서울 강남구 청담동,"병원명은 연세지아이내과의원 주소는 서울특별시 강남구 학동로 419, 2층 (청담동) 전화번호는 02-3445-4196 입니다."
165,서울 강남구 일원동,"병원명은 연세춘이비인후과의원 주소는 서울특별시 강남구 양재대로55길 7, 3층 (일원동) 전화번호는 02-445-0250 입니다."
166,서울 강남구 역삼동,"병원명은 연세코앤이비인후과의원 주소는 서울특별시 강남구 강남대로 416, (역삼동, 창림빌딩 3층일부) 전화번호는 02-2051-2228 입니다."
167,서울 강남구 삼성동,"병원명은 연세코코이비인후과의원 주소는 서울특별시 강남구 테헤란로 403, 3층 303호 (삼성동, 리치타워) 전화번호는 02-555-5075 입니다."
168,서울 강남구 대치동,"병원명은 연세키즈소아청소년과의원 주소는 서울특별시 강남구 남부순환로 2927, 대치 클래시아 222호 (대치동) 전화번호는 02-501-0622 입니다."
169,서울 강남구 청담동,"병원명은 연앤네이쳐산부인과의원 주소는 서울특별시 강남구 학동로 521, 2~4층 (청담동) 전화번호는 02-518-1300 입니다."
170,서울 강남구 역삼동,"병원명은 영이비인후과의원 주소는 서울특별시 강남구 테헤란로 119, 4층 (역삼동) 전화번호는 02-553-2085 입니다."
171,서울 강남구 삼성동,"병원명은 오크우드봄의원 주소는 서울특별시 강남구 테헤란로87길 46, 호텔오크우드프리미어 1B1호 지하1층 (삼성동) 전화번호는 02-6925-5755 입니다."
172,서울 강남구 청담동,"병원명은 오화경의원 주소는 서울특별시 강남구 도산대로 513, 양원빌딩 3층 (청담동) 전화번호는 02-548-2711 입니다."
173,서울 강남구 역삼동,"병원명은 우리내과의원 주소는 서울특별시 강남구 선릉로69길 19, (역삼동, 역삼래미안아파트상가 3층 일부) 전화번호는 02-569-8750 입니다."
174,서울 강남구 대치동,"병원명은 우리들내과의원 주소는 서울특별시 강남구 도곡로63길 12, 204,205호 (대치동) 전화번호는 02-565-9041 입니다."
175,서울 강남구 율현동,"병원명은 우리소아청소년과의원 주소는 서울특별시 강남구 밤고개로21길 8, (율현동, 세곡프라자 1동 202호) 전화번호는 02-445-1275 입니다."
176,서울 강남구 개포동,"병원명은 우리의원 주소는 서울특별시 강남구 선릉로 46, (개포동, 2층) 전화번호는 02-462-7255 입니다."
177,서울 강남구 수서동,"병원명은 원종민훼밀리의원 주소는 서울특별시 강남구 광평로19길 10, (수서동, 까치마을 상가 209호) 전화번호는 02-451-1350 입니다."
178,서울 강남구 개포동,"병원명은 유앤이비인후과의원 주소는 서울특별시 강남구 논현로 84, 이손빌딩 2층 (개포동) 전화번호는 02-572-7550 입니다."
179,서울 강남구 대치동,"병원명은 윤앤정내과의원 주소는 서울특별시 강남구 삼성로 225, 203호 (대치동, 아주빌딩) 전화번호는 02-562-6627 입니다."
180,서울 강남구 세곡동,"병원명은 윤앤최소아청소년과의원 주소는 서울특별시 강남구 헌릉로 569, 305호 (세곡동) 전화번호는 02-3414-8275 입니다."
181,서울 강남구 세곡동,"병원명은 윤앤최이비인후과의원 주소는 서울특별시 강남구 헌릉로 569, 305호 (세곡동) 전화번호는 02-3412-8275 입니다."
182,서울 강남구 대치동,"병원명은 윤영석내과의원 주소는 서울특별시 강남구 남부순환로 2912, (대치동, 305,306,307호) 전화번호는 02-508-7781 입니다."
183,서울 강남구 역삼동,"병원명은 은혜산부인과의원 주소는 서울특별시 강남구 논현로 340, 3층 (역삼동) 전화번호는 02-3453-3205 입니다."
184,서울 강남구 신사동,"병원명은 이경재이비인후과의원 주소는 서울특별시 강남구 압구정로 224, 우미빌딩 201, 202호 (신사동) 전화번호는 02-512-2672 입니다."
185,서울 강남구 일원동,"병원명은 이관우내과의원 주소는 서울특별시 강남구 일원로 35, 남경빌딩 2층 (일원동) 전화번호는 02-3411-0588 입니다."
186,서울 강남구 논현동,"병원명은 이앤문내과의원 주소는 서울특별시 강남구 학동로 313, 2층 (논현동) 전화번호는 02-547-1668 입니다."
187,서울 강남구 대치동,"병원명은 이정균내과의원 주소는 서울특별시 강남구 도곡로 458, 3,4층 (대치동) 전화번호는 02-567-6226 입니다."
188,서울 강남구 세곡동,"병원명은 이지소아청소년과의원 주소는 서울특별시 강남구 헌릉로570길 34, 리엔파크프라자 2층 201호 (세곡동) 전화번호는 02-2226-5036 입니다."
189,서울 강남구 도곡동,"병원명은 이지스내과의원 주소는 서울특별시 강남구 선릉로 225, 도곡렉슬상가 3층 303호 (도곡동) 전화번호는 02-576-8575 입니다."
190,서울 강남구 일원동,"병원명은 자모내과의원 주소는 서울특별시 강남구 일원로 95, 신영프라자 302호 (일원동) 전화번호는 02-3411-7733 입니다."
191,서울 강남구 논현동,"병원명은 자생한방병원 주소는 서울특별시 강남구 강남대로 536, 자생한방병원 (논현동) 전화번호는 02-1577-0007 입니다."
192,서울 강남구 대치동,"병원명은 재단법인대한스포츠의학재단강남나무병원 주소는 서울특별시 강남구 영동대로 225, 경희한방병원 1층일부,2,3,8층 (대치동) 전화번호는 02-1522-5040 입니다."
193,서울 강남구 삼성동,"병원명은 전혜원소아청소년과의원 주소는 서울특별시 강남구 선릉로130길 20, 201호 (삼성동, 래미안삼성2차아파트) 전화번호는 02-516-8899 입니다."
194,서울 강남구 논현동,"병원명은 정가정의학과의원 주소는 서울특별시 강남구 논현로 650, (논현동) 전화번호는 02-549-6069 입니다."
195,서울 강남구 역삼동,"병원명은 정다운이비인후과의원 주소는 서울특별시 강남구 선릉로 513, 501호 (역삼동) 전화번호는 02-566-8253 입니다."
196,서울 강남구 역삼동,"병원명은 제이마취통증의학과의원 주소는 서울특별시 강남구 테헤란로 120, 상경빌딩 3층 (역삼동) 전화번호는 02-2052-5005 입니다."
197,서울 강남구 논현동,"병원명은 제일이비인후과의원 주소는 서울특별시 강남구 논현로131길 23, 지상2층, 3층, 4층, 5층 (논현동) 전화번호는 02-517-5085 입니다."
198,서울 강남구 청담동,"병원명은 조병수의원 주소는 서울특별시 강남구 도산대로 507, 3층 (청담동) 전화번호는 02-541-3991 입니다."
199,서울 강남구 개포동,"병원명은 조엔소아청소년과의원 주소는 서울특별시 강남구 개포로 231, 2층 (개포동, 반석빌딩) 전화번호는 02-2057-7582 입니다."
200,서울 강남구 개포동,"병원명은 조은내과의원 주소는 서울특별시 강남구 개포로 504, 메트하임 401,402호 (개포동) 전화번호는 02-3414-0173 입니다."
201,서울 강남구 신사동,"병원명은 주마레의원 주소는 서울특별시 강남구 논현로176길 14, 6층 (신사동) 전화번호는 02-511-8788 입니다."
202,서울 강남구 신사동,"병원명은 주앤의원 주소는 서울특별시 강남구 선릉로155길 3, 2,3,4층 (신사동) 전화번호는 02-518-3458 입니다."
203,서울 강남구 삼성동,"병원명은 차소아과의원 주소는 서울특별시 강남구 선릉로 654, 2층 (삼성동) 전화번호는 02-549-1630 입니다."
204,서울 강남구 논현동,"병원명은 차이비인후과의원 주소는 서울특별시 강남구 학동로 342, 407호 (논현동) 전화번호는 02-543-4567 입니다."
205,서울 강남구 도곡동,"병원명은 참좋은이비인후과의원 주소는 서울특별시 강남구 도곡로 184, 신호빌딩 304호 (도곡동) 전화번호는 02-572-7533 입니다."
206,서울 강남구 청담동,"병원명은 청담드림소아청소년과의원 주소는 서울특별시 강남구 삼성로 712, 지하1층 (청담동) 전화번호는 02-517-3123 입니다."
207,서울 강남구 청담동,"병원명은 청담마리산부인과의원 주소는 서울특별시 강남구 삼성로 712, (청담동) 전화번호는 02-2156-9200 입니다."
208,서울 강남구 청담동,"병원명은 청담마인소아청소년과의원 주소는 서울특별시 강남구 학동로 413, 청담빌딩 202호 (청담동) 전화번호는 02-547-7700 입니다."
209,서울 강남구 청담동,"병원명은 청담비에이치셀의원 주소는 서울특별시 강남구 도산대로 410, 유니트빌딩 13,14층 (청담동) 전화번호는 02-545-2021 입니다."
210,서울 강남구 청담동,"병원명은 청담서울이비인후과의원 주소는 서울특별시 강남구 학동로 433, 씨엔씨빌딩 9층 (청담동) 전화번호는 02-3443-9393 입니다."
211,서울 강남구 논현동,"병원명은 청담성모이비인후과의원 주소는 서울특별시 강남구 학동로53길 3-2, 2층 (논현동) 전화번호는 02-6953-3119 입니다."
212,서울 강남구 청담동,"병원명은 청담에이치내과의원 주소는 서울특별시 강남구 학동로 411, 2층 (청담동) 전화번호는 02-511-1977 입니다."
213,서울 강남구 삼성동,"병원명은 청담오라클피부과의원 주소는 서울특별시 강남구 선릉로 612, 한일빌딩 1,2,4층 (삼성동) 전화번호는 02-1800-7588 입니다."
214,서울 강남구 삼성동,"병원명은 청담이든소아청소년과의원 주소는 서울특별시 강남구 삼성로 620, 블래스톤리조트, 2층일부 (삼성동) 전화번호는 02-2515-1131 입니다."
215,서울 강남구 청담동,"병원명은 청담이상동의원 주소는 서울특별시 강남구 도산대로 510, (청담동, 304호, 305호) 전화번호는 02-515-2538 입니다."
216,서울 강남구 도곡동,"병원명은 최재민소아청소년과의원 주소는 서울특별시 강남구 남부순환로 2615, 215호 (도곡동, 극동스타클래스) 전화번호는 02-579-4939 입니다."
217,서울 강남구 일원동,"병원명은 최재철내과의원 주소는 서울특별시 강남구 양재대로55길 13, 조이빌딩 2층 201호 (일원동) 전화번호는 02-2226-8062 입니다."
218,서울 강남구 도곡동,"병원명은 치휴한방병원 주소는 서울특별시 강남구 도곡로 216, 치휴한방병원 (도곡동) 전화번호는 02-6242-1010 입니다."
219,서울 강남구 삼성동,"병원명은 코나이비인후과의원 주소는 서울특별시 강남구 영동대로 513, (삼성동, 코엑스몰 지하 H111) 전화번호는 02-6002-3338 입니다."
220,서울 강남구 삼성동,"병원명은 코모키이비인후과의원 주소는 서울특별시 강남구 테헤란로87길 13, 서영빌딩 8층 일부 (삼성동) 전화번호는 02-561-7582 입니다."
221,서울 강남구 대치동,"병원명은 코코이비인후과의원 주소는 서울특별시 강남구 남부순환로 2936, 203,204호 (대치동, 윈플러스상가) 전화번호는 02-555-9001 입니다."
222,서울 강남구 대치동,"병원명은 코편한한의원 주소는 서울특별시 강남구 남부순환로 2921, (대치동) 전화번호는 02-2052-5775 입니다."
223,서울 강남구 역삼동,"병원명은 클렌시아내과의원 주소는 서울특별시 강남구 선릉로 431, 에스케이허브오피스텔 305호 (역삼동) 전화번호는 02-557-1750 입니다."
224,서울 강남구 신사동,"병원명은 키즈힐소아청소년과의원 주소는 서울특별시 강남구 압구정로34길 11, 압구정스퀘어 201호 (신사동) 전화번호는 02-518-2240 입니다."
225,서울 강남구 청담동,"병원명은 팜스프링서울의원 주소는 서울특별시 강남구 압구정로 436, 6층 (청담동) 전화번호는 02-347-7-6007 입니다."
226,서울 강남구 대치동,"병원명은 푸른하늘이비인후과의원 주소는 서울특별시 강남구 선릉로86길 17, (대치동, 선릉 MT 빌딩) 전화번호는 02-554-7586 입니다."
